 ,OH6416, OH6416, OH6416, OH6432, OH6432, OH6432, OH6464, OH6464, OH6464, OH6416FFT, OH6416FFT, OH6416FFT, OH6432FFT, OH6432FFT, OH6432FFT, OH6464FFT, OH6464FFT, OH6464FFT, ntru-hps2048509, ntru-hps2048509, ntru-hps2048509, ntru-hps2048677, ntru-hps2048677, ntru-hps2048677, ntru-hps4096821, ntru-hps4096821, ntru-hps4096821, ntru-hrss701, ntru-hrss701, ntru-hrss701, ntrulpr653, ntrulpr653, ntrulpr653, ntrulpr761, ntrulpr761, ntrulpr761, ntrulpr857, ntrulpr857, ntrulpr857, sntrup653, sntrup653, sntrup653, sntrup761, sntrup761, sntrup761, sntrup857, sntrup857, sntrup857, FrodoKEM-640, FrodoKEM-640, FrodoKEM-640, FrodoKEM-976, FrodoKEM-976, FrodoKEM-976, FrodoKEM-1344, FrodoKEM-1344, FrodoKEM-1344, kyber512, kyber512, kyber512, kyber768, kyber768, kyber768, kyber1024, kyber1024, kyber1024, BabyBear, BabyBear, BabyBear, MamaBear, MamaBear, MamaBear, PapaBear, PapaBear, PapaBear
case No., KeyGen(ns), Encrypt(ns), Decrypt(ns), KeyGen(ns), Encrypt(ns), Decrypt(ns), KeyGen(ns), Encrypt(ns), Decrypt(ns), KeyGen(ns), Encrypt(ns), Decrypt(ns), KeyGen(ns), Encrypt(ns), Decrypt(ns), KeyGen(ns), Encrypt(ns), Decrypt(ns), KeyGen(ns), Encrypt(ns), Decrypt(ns), KeyGen(ns), Encrypt(ns), Decrypt(ns), KeyGen(ns), Encrypt(ns), Decrypt(ns), KeyGen(ns), Encrypt(ns), Decrypt(ns), KeyGen(ns), Encrypt(ns), Decrypt(ns), KeyGen(ns), Encrypt(ns), Decrypt(ns), KeyGen(ns), Encrypt(ns), Decrypt(ns), KeyGen(ns), Encrypt(ns), Decrypt(ns), KeyGen(ns), Encrypt(ns), Decrypt(ns), KeyGen(ns), Encrypt(ns), Decrypt(ns), KeyGen(ns), Encrypt(ns), Decrypt(ns), KeyGen(ns), Encrypt(ns), Decrypt(ns), KeyGen(ns), Encrypt(ns), Decrypt(ns), KeyGen(ns), Encrypt(ns), Decrypt(ns), KeyGen(ns), Encrypt(ns), Decrypt(ns), KeyGen(ns), Encrypt(ns), Decrypt(ns), KeyGen(ns), Encrypt(ns), Decrypt(ns), KeyGen(ns), Encrypt(ns), Decrypt(ns), KeyGen(ns), Encrypt(ns), Decrypt(ns)
29, 265, 547, 2144, 1313, 1581, 6182, 4330, 4446, 9372, 53792, 36567, 367516, 127898, 90741, 292824, 190873, 175908, 378623, 35044110, 924176, 2422464, 62334657, 1583574, 4302157, 87577526, 2262653, 5800997, 61962052, 1611884, 4620307, 7175916, 13151722, 21173851, 8637529, 18432314, 25912657, 12564842, 25289552, 33603782, 57318853, 7668324, 19734930, 79747878, 9945581, 28705920, 99141770, 13925533, 33950019, 520127, 3410231, 2845564, 1060894, 5561800, 5021817, 2285988, 11766441, 11953453, 166818, 206940, 302208, 632107, 365094, 419160, 430448, 498681, 687387, 654596, 665885, 1560066, 1034277, 1289580, 2675766, 1882906, 2167010, 4381701
30, 262, 551, 2136, 1372, 1516, 6318, 4406, 4345, 9339, 47945, 57291, 412811, 72240, 74329, 397589, 191664, 178062, 362970, 34033546, 945161, 2442418, 59477328, 1638764, 4277467, 86340254, 2299700, 6228467, 73285928, 1549577, 4262259, 7014310, 14665486, 19733514, 8569340, 18340285, 26731839, 10976154, 23258993, 34019033, 60380721, 8225817, 20824029, 88604762, 10233521, 29273140, 99281378, 12591012, 32140231, 569560, 2963093, 2838804, 1062082, 5487411, 5208435, 1909365, 12666193, 11288088, 204184, 204386, 239321, 265387, 420052, 431752, 492933, 541522, 644382, 462006, 614728, 1297237, 998872, 1311639, 2508868, 1637214, 2020546, 4717118
31, 270, 620, 2185, 1328, 1523, 6157, 4359, 4420, 9268, 35854, 49257, 284468, 76965, 117027, 392211, 160861, 172210, 487101, 33539245, 877288, 2311690, 60187016, 1596975, 4013075, 87586529, 2187643, 6358701, 63382411, 1489121, 4575979, 6912296, 14395567, 20298239, 9608421, 17968002, 27101579, 10740691, 22616872, 33471378, 59004252, 7817550, 19613669, 83125786, 10918916, 27089000, 96905438, 12553208, 33050847, 562432, 2930548, 2982111, 1034041, 6633526, 6010492, 1832758, 12358091, 11152835, 149355, 226195, 296342, 232830, 422274, 432373, 448081, 507148, 614529, 507153, 622416, 1429614, 1004008, 1332375, 2627495, 1924112, 1997795, 4171764
32, 266, 565, 2131, 1339, 1525, 6138, 4339, 4346, 10049, 36611, 35209, 296977, 77193, 72337, 547406, 195341, 173364, 427005, 42116279, 902207, 2306027, 60964374, 1595950, 4362844, 90713703, 2343738, 5625181, 63334297, 1553331, 4255807, 6570788, 13301573, 18377153, 9227587, 17830926, 26179582, 13881414, 23503255, 33260733, 58122134, 8179080, 18491046, 82585335, 10796067, 27717700, 97943397, 12667325, 37125869, 529950, 3119498, 2872117, 1243486, 5457277, 5577160, 1797585, 11062110, 11926882, 147862, 234096, 241138, 232456, 329291, 405086, 437380, 565597, 660590, 461954, 662801, 1374032, 987680, 1404807, 2848117, 1730850, 2075260, 4126082
33, 266, 556, 2139, 1373, 1514, 6165, 4357, 4277, 9089, 34993, 35534, 439596, 74586, 72797, 358293, 190302, 192404, 447269, 39106186, 885843, 2399276, 61645333, 1849806, 4437452, 88276709, 2335668, 5646511, 62764195, 1606489, 4593635, 6410094, 13876237, 20672272, 8591936, 18975603, 26227838, 11312741, 24222558, 34910494, 60132193, 6951654, 19592377, 81471274, 10709408, 26648445, 97494398, 12360497, 35018941, 702259, 2818769, 2957260, 1234376, 5504356, 5197157, 1928230, 12584509, 11899806, 170133, 276990, 246654, 293836, 329981, 435905, 423416, 546505, 550731, 506893, 876287, 1378531, 1040930, 1295489, 2711695, 1751060, 2180646, 4390258
34, 266, 548, 2181, 1370, 1582, 6184, 4266, 4448, 9002, 37180, 35245, 340129, 111804, 87254, 360659, 217217, 190870, 430051, 35767884, 888998, 2242358, 59980419, 1566835, 3931144, 86550844, 2343635, 5407374, 63867460, 1504527, 4550766, 7333062, 12670234, 18974996, 9147090, 19555947, 26655267, 11080376, 23069376, 34516829, 58741951, 7147558, 20363959, 78446654, 9964453, 27149754, 100697739, 12901952, 32265187, 545699, 2838787, 3038947, 1015673, 6118105, 5288653, 1900390, 11576668, 11167300, 164829, 189778, 260919, 271905, 378925, 348424, 408272, 526603, 616899, 665264, 721753, 1294603, 1108677, 1444188, 2999136, 1705505, 2005476, 4191522
35, 272, 588, 2195, 1297, 1527, 6110, 4277, 4250, 8962, 35090, 35182, 289450, 77445, 76779, 356061, 182218, 221079, 391134, 34259614, 903837, 2539957, 59935540, 1590880, 4433828, 88060801, 2301928, 6209209, 66906893, 1532839, 4667680, 6877699, 13510474, 19323165, 9384697, 18763416, 26660428, 10992527, 22677112, 34561506, 61098860, 7740174, 18827812, 79803104, 10240987, 27345351, 99135024, 12629122, 32366064, 601186, 2761928, 2963850, 969548, 5467572, 5365763, 2157202, 12715920, 11202810, 151815, 221495, 318748, 232891, 357378, 444122, 445871, 627761, 598941, 546317, 622155, 1536446, 944745, 1239145, 2547253, 1829998, 2322715, 4144673
36, 271, 569, 2257, 1372, 1556, 6219, 4373, 4392, 9377, 54079, 36414, 398171, 76055, 72444, 458244, 195618, 203796, 447994, 34281426, 896642, 2632830, 56015720, 1716189, 4216930, 90016897, 2479288, 6082648, 69832121, 1446810, 4338208, 6553067, 13184414, 19163321, 8569998, 18062659, 28217603, 11580865, 23154766, 35223144, 60826126, 7801557, 20349407, 83489787, 10340084, 25801530, 100066735, 12888194, 34101726, 495710, 2692337, 3029310, 977275, 5250840, 5382570, 1944587, 11391706, 11295214, 184890, 233283, 308860, 308708, 342538, 437613, 482574, 564009, 677920, 464380, 624515, 1498623, 1000542, 1262125, 2643362, 1828896, 2361588, 4193177
37, 385, 614, 2238, 1450, 1524, 6181, 4352, 4422, 22307, 36123, 56755, 338263, 115671, 129498, 327642, 241675, 235262, 407455, 34698828, 858460, 2460520, 58435385, 1646708, 4245360, 94360268, 2450257, 6303991, 65530985, 2065341, 4995849, 6406431, 13846606, 19928020, 8293578, 17753675, 26068576, 11675997, 22250288, 33153997, 56663991, 8126606, 21855383, 79834522, 10572905, 27071334, 99911546, 12672074, 35298656, 518605, 3069278, 3127479, 1006691, 5487622, 5502242, 2083400, 11523899, 11528512, 167756, 208283, 265647, 281301, 411077, 400849, 458680, 512179, 596146, 515246, 658445, 1559606, 946852, 1184777, 2477040, 2026672, 2201095, 4175229
38, 472, 665, 2770, 1439, 1529, 6379, 4257, 22821, 9212, 36764, 49651, 387766, 87122, 96655, 326288, 200488, 190062, 438081, 35195158, 879738, 2504997, 59203620, 1626029, 4161670, 87524705, 2385724, 6251282, 63410866, 1505196, 5168450, 6346325, 13743592, 22418842, 8620992, 19637837, 26509598, 13219275, 23081000, 32706172, 57691692, 7851894, 18844183, 81325467, 9940543, 27741771, 99604519, 13419892, 32931162, 583225, 2831789, 2996918, 1083341, 5239645, 5064719, 1949751, 11754356, 11705241, 179631, 222180, 232281, 233650, 500975, 368807, 478973, 542385, 672306, 513689, 686654, 1547594, 944534, 1254924, 2724334, 1695834, 2061568, 4240714
39, 276, 582, 2217, 1424, 1567, 6384, 4398, 4358, 9279, 38593, 35413, 283874, 84118, 72690, 306818, 168939, 184216, 428979, 36092208, 951771, 2567312, 58799284, 1639063, 4208565, 85996641, 2304871, 6445467, 63253141, 1579945, 4578580, 6664474, 12576466, 20732842, 8734144, 16930915, 26425099, 10918077, 22769821, 33745920, 56541025, 8265601, 19470629, 79799147, 10351908, 27874182, 100404363, 12928980, 31613678, 561553, 2881477, 2858568, 971905, 5028992, 5031072, 1932602, 11771451, 11392687, 163598, 233470, 262730, 286655, 293618, 419172, 420839, 452860, 634682, 583068, 810204, 1437711, 1035995, 1321956, 2748826, 1690461, 2063921, 4491875
40, 13495, 554, 2186, 1411, 1576, 6406, 4238, 4290, 9327, 34889, 35134, 363550, 79869, 96663, 497528, 189449, 194359, 363600, 36231190, 932519, 2913191, 60720872, 1725258, 4345875, 86426623, 2411443, 6464584, 65220613, 1523416, 4821679, 6805646, 13046746, 19537914, 9917680, 18710152, 28051384, 10831198, 22607131, 33575343, 55912687, 7769365, 20456656, 79918112, 10252534, 30268729, 101961807, 12859799, 34581366, 517067, 2863426, 3105741, 1003585, 5574025, 5039004, 1989030, 12264505, 11006945, 179125, 208735, 246982, 232405, 293429, 467075, 434130, 632535, 589101, 512007, 653980, 1392514, 1152057, 1307058, 2617199, 1795424, 2126317, 4267295
41, 268, 558, 2209, 1372, 1690, 6439, 4414, 4417, 9501, 63988, 55938, 301023, 78797, 94277, 383931, 159390, 158880, 348827, 38465368, 894139, 2259536, 62511484, 1601494, 4409907, 88200353, 2343761, 6316024, 66591761, 1522934, 4442290, 6823280, 14038908, 18337829, 9106201, 19866629, 26028437, 11546219, 22545638, 33239898, 83304235, 7762835, 20702601, 84151094, 8769935, 28486741, 100963063, 12548477, 35889424, 615523, 3020752, 2818725, 1001935, 5321195, 5065732, 1806416, 12914352, 12144374, 180150, 220177, 312251, 346981, 331099, 362564, 460407, 527216, 569571, 550617, 650331, 1504582, 9280814, 1535838, 2669850, 1944484, 1988028, 4261069
42, 271, 565, 2172, 1453, 1546, 6666, 4410, 18228, 9066, 35053, 37086, 285215, 81466, 98880, 368787, 158092, 173718, 400798, 35471742, 977145, 2461149, 59725212, 1673860, 4263588, 91174589, 2345223, 6333457, 69262928, 1703598, 4395778, 7352921, 13061721, 20796936, 8630969, 18399098, 25321488, 10922928, 22371564, 33445798, 57102553, 7747256, 20245357, 82530963, 9744540, 28280307, 100022956, 12511836, 33308376, 528462, 2939931, 2948737, 969705, 5778953, 5263899, 2207587, 12170410, 11469167, 167675, 219783, 261603, 261752, 339420, 438254, 569658, 526531, 571777, 556848, 762022, 1506150, 1035354, 1359979, 2723471, 1896308, 1978044, 4420150
43, 251, 544, 2087, 1486, 1598, 6460, 4215, 4281, 9056, 35015, 35846, 342000, 88815, 94842, 389443, 174285, 157217, 355674, 35610215, 777068, 2275382, 62767665, 1736287, 4025957, 88947561, 2305857, 6215709, 64245800, 1604005, 4658104, 6895200, 13216041, 19821630, 8496169, 18955767, 26501941, 11041932, 22907842, 35016059, 56086494, 8044677, 19786460, 84263751, 10239285, 26291648, 103259502, 13107349, 32781513, 507885, 3073771, 2803852, 1021996, 5093039, 5786737, 1900383, 12127049, 11686312, 167258, 233902, 281678, 276250, 369353, 454507, 470587, 506014, 555031, 508870, 780689, 1398654, 1011796, 1322124, 2546836, 2014862, 2149245, 4344971
44, 260, 535, 2110, 1342, 1555, 6654, 4339, 4411, 9342, 49999, 40746, 371984, 72584, 80660, 295235, 153457, 194421, 380386, 34011671, 1080657, 2546009, 56983178, 2111343, 4349312, 87972592, 2400555, 5831724, 65774672, 1521921, 4605282, 6671756, 14010664, 19316080, 8948399, 18877720, 27316711, 12055281, 22613733, 33252932, 88915065, 7512609, 19530776, 87568072, 8921147, 28032777, 104312362, 12584630, 33644135, 534419, 2965444, 2723173, 1084540, 5276394, 5415634, 1939455, 11460925, 11298997, 167663, 223920, 223581, 259175, 338357, 395014, 421035, 480727, 623012, 640192, 955367, 1373423, 1177231, 1227236, 2700561, 1844245, 2084998, 4481846
45, 264, 551, 2190, 1370, 1558, 6339, 4419, 4380, 22130, 50952, 36497, 364034, 73092, 95761, 443403, 158608, 157540, 317440, 34635183, 899476, 2533909, 58435876, 1629299, 4144524, 88400436, 2304638, 6342921, 63986521, 1529147, 4865218, 6451157, 13304484, 18587797, 8576764, 18073993, 25608802, 10698532, 22646711, 33065541, 58116536, 7623912, 18021839, 82660307, 9840383, 28505950, 99635168, 12413045, 33689685, 488576, 2763067, 2792705, 1101733, 5260942, 5378921, 1980640, 11686055, 12172833, 152129, 220291, 287129, 249026, 338823, 430044, 543124, 535342, 640956, 661629, 692585, 1418502, 989334, 1320817, 2720688, 1679383, 2051919, 4208759
46, 259, 535, 2085, 1365, 1580, 6534, 4253, 4300, 8983, 38497, 55794, 342348, 190107, 134355, 448305, 168825, 185391, 313877, 34651465, 993005, 2633298, 57605382, 1638982, 4068564, 87500833, 2493364, 6067929, 64121658, 1547680, 4383748, 6922856, 13878314, 20503406, 9994838, 17731405, 25158459, 11037819, 22328096, 36429168, 58080823, 7386849, 18747543, 84865938, 10816943, 25482257, 102619251, 12948718, 33120574, 732123, 3067654, 2759586, 1132674, 5219769, 5525547, 1964975, 11895186, 12384774, 132215, 234034, 321068, 274908, 489613, 360793, 379321, 465130, 611566, 500478, 684580, 1302158, 1068673, 1190061, 2546657, 1860401, 2105016, 4590925
47, 258, 540, 2206, 1448, 1541, 6452, 4206, 4250, 8981, 49148, 35272, 390153, 89857, 227610, 364965, 158083, 159205, 361455, 35047260, 899368, 2524504, 60482481, 1579464, 4418625, 91059068, 2372196, 6175417, 64287903, 1517009, 4469886, 6444947, 13121521, 20612325, 8678951, 18100804, 27378682, 11095596, 22648711, 32638373, 61591148, 8196303, 21300094, 84754669, 10323226, 27377197, 101201223, 13228168, 34755041, 636189, 2971429, 2755592, 1045313, 5404214, 5128612, 2274395, 12281079, 11688603, 261419, 231809, 270946, 257677, 396813, 403553, 425312, 517590, 595320, 539775, 606272, 1598540, 1026714, 1307016, 2669182, 1873303, 2063898, 4259281
48, 258, 535, 2247, 1509, 1537, 6706, 4262, 4325, 8978, 50275, 35339, 326122, 75059, 159546, 380031, 160057, 156692, 322302, 35364018, 777039, 2458312, 61845491, 1672447, 4198863, 86817813, 2390403, 6198263, 63910131, 1369372, 4129944, 6392246, 13282934, 20100085, 9295942, 18568833, 26168651, 10536099, 23129481, 32948601, 59001442, 7919381, 20645500, 82779068, 8588658, 27724429, 101774557, 21662718, 34201565, 490520, 2778904, 2773027, 1007525, 5433830, 6238513, 2185607, 12365771, 11563504, 131515, 181273, 223301, 255681, 356406, 418781, 495201, 534814, 575425, 599971, 643603, 1648374, 970830, 1182583, 2585534, 1747789, 2220837, 4520636
49, 263, 547, 2102, 1507, 1562, 6339, 4189, 56627, 9872, 36314, 38253, 380297, 88216, 96543, 364889, 191067, 231401, 442046, 34150905, 881442, 2565760, 61768901, 1581984, 4088718, 90206876, 2508468, 5721305, 69628200, 1883803, 4249639, 7167616, 13782867, 18374699, 8539074, 18782946, 26710570, 10369907, 22476752, 33628329, 84958828, 7658979, 18229555, 87034477, 9769877, 26935570, 100528453, 12717190, 34328503, 560754, 2676457, 3284283, 1261321, 5234171, 5117092, 1934495, 11193554, 11013650, 185880, 217287, 264082, 286485, 384527, 362243, 584790, 584444, 519960, 534417, 654333, 1437922, 1052227, 1270821, 2748618, 1779908, 2138314, 4320848
50, 317, 589, 2150, 1362, 1586, 6268, 4500, 17612, 9301, 37015, 36793, 352548, 106483, 78669, 365461, 252347, 296883, 325373, 36878393, 868555, 2536111, 60204894, 1610051, 3981615, 86958806, 2375959, 6176464, 63631587, 1482878, 4510344, 6162636, 14231462, 21730075, 10001116, 19471182, 26619630, 11483671, 23841552, 35555217, 57181022, 7983289, 20169601, 75127318, 9785749, 27703652, 101616860, 12934619, 34358963, 518621, 2791295, 3019506, 1290884, 4963289, 5281860, 1805847, 11734748, 11281365, 178877, 184035, 221886, 255522, 307109, 419192, 469428, 518521, 776776, 502757, 616150, 1335795, 1066932, 1282635, 2789515, 1778995, 2032371, 4373373
51, 262, 535, 2083, 1444, 1577, 6565, 4395, 4509, 9645, 68298, 43088, 409460, 105456, 126553, 364192, 168051, 210413, 348815, 34372635, 900505, 2519992, 59462570, 1522116, 4035315, 88328396, 2319760, 6144068, 67580021, 1550214, 4630336, 7027408, 14392723, 18640107, 9266815, 18578375, 27344909, 12368510, 22174485, 33665813, 57573271, 7711430, 21000675, 86073053, 9608851, 26419863, 100166456, 13079717, 32671673, 603086, 2816646, 2844729, 1088812, 5465913, 6541882, 2096070, 11386751, 11444991, 130963, 209867, 244623, 421992, 362435, 365104, 561475, 433088, 543542, 541958, 696454, 1324999, 961599, 1340562, 2606532, 1737960, 2226160, 4070156
52, 263, 551, 2140, 1408, 1566, 6332, 4584, 4439, 9372, 35910, 35210, 338355, 73038, 74775, 368391, 156666, 177195, 335611, 34322105, 932023, 2387229, 60431512, 1571827, 3901325, 89733399, 2410681, 6171686, 64889436, 2253993, 5164167, 5966066, 15110841, 20140326, 8398955, 17714529, 25969460, 10686963, 22374387, 34399559, 58918219, 8150944, 20892305, 80594412, 10989680, 28531982, 100613077, 12144311, 33523097, 518858, 3250576, 3095359, 1090588, 5329771, 4986156, 2117659, 11386487, 11562278, 149243, 242513, 306718, 330184, 323804, 439328, 414046, 433795, 576438, 576028, 684921, 1499288, 1018346, 1320288, 2498818, 1698219, 2689640, 4328908
53, 257, 533, 2125, 1349, 1554, 6155, 4279, 4394, 9388, 37868, 48221, 330835, 121572, 86072, 355010, 153514, 151557, 386274, 36702763, 814620, 2430224, 60093134, 1777713, 4195809, 88149102, 2373466, 5850648, 63099827, 1606817, 4162984, 6393358, 13961084, 20396098, 9733122, 18167016, 27014568, 11236720, 23529170, 33518638, 59505886, 8203905, 19585807, 78071503, 10181359, 26072495, 103158489, 12198699, 34492085, 492618, 2928316, 2773258, 1003351, 5113411, 5611487, 1916468, 11414951, 11436071, 157067, 218574, 294753, 291746, 379108, 399006, 519392, 502271, 551506, 550394, 718419, 1440355, 1074967, 1309407, 2630266, 1767085, 2040838, 4203888
54, 262, 546, 2133, 1298, 1546, 6426, 4519, 4509, 9693, 50275, 35700, 290566, 96551, 85849, 363580, 185358, 166534, 380221, 34950962, 869269, 2522870, 60817933, 1596663, 4250331, 87093974, 2183821, 6068594, 64336457, 1498838, 4547653, 6355150, 14537390, 20429468, 10617325, 17675263, 24661437, 11468735, 22913539, 33786760, 56722983, 7685964, 19867513, 79977343, 10561900, 33088385, 100484583, 12373870, 33801148, 507101, 2819262, 2866949, 1011068, 5315055, 5124090, 2077941, 11503029, 11730837, 149788, 226562, 317280, 300167, 315609, 391704, 391275, 454599, 568320, 462252, 614470, 1901187, 978177, 1307015, 2570876, 1862999, 2004724, 5102051
55, 267, 549, 2177, 1506, 1586, 6351, 4445, 4617, 9654, 34919, 35535, 344132, 79767, 75066, 388099, 204860, 178930, 325078, 34641633, 868084, 2676529, 58134454, 1803589, 4032579, 87594709, 2263760, 6098152, 63584126, 1640618, 3982777, 7086349, 14348230, 19156906, 9178052, 18471624, 26792602, 10690095, 24522650, 34106556, 60597809, 7844981, 19128919, 93002130, 11570124, 29302374, 99120397, 12362368, 32471377, 516578, 2743456, 3026216, 1176578, 6114462, 5425126, 1949203, 11482789, 11827553, 167353, 229859, 276339, 264341, 382796, 425666, 371401, 489692, 600823, 540295, 817476, 1392810, 1017093, 1279937, 2431201, 1833402, 2258119, 4093121
56, 429, 570, 2144, 1405, 1564, 6330, 4382, 4654, 9696, 48986, 62266, 297360, 139756, 233686, 394724, 162923, 187846, 372082, 33403623, 858169, 2501934, 60317799, 1555673, 5478360, 90554914, 2362072, 7275996, 67039770, 1497487, 4841483, 7603246, 13704302, 19155255, 8869936, 18035064, 26631537, 11530040, 23291735, 33111962, 56792470, 7679749, 19481956, 79450021, 11305906, 27405323, 99632961, 12441234, 33416301, 599382, 3240938, 3052234, 1064454, 5408239, 5723670, 2187584, 11481596, 12075595, 166330, 220294, 320812, 310083, 362722, 385321, 403929, 596301, 629983, 521789, 623708, 1571427, 1021883, 1277225, 2505621, 1758504, 2114384, 4145322
57, 262, 556, 2164, 1393, 1560, 6516, 4605, 4469, 24504, 83435, 67544, 362532, 97374, 77003, 531725, 156820, 189803, 343926, 35375846, 1145766, 2471119, 57703127, 1641071, 4221258, 88894601, 2447163, 6056364, 63909906, 1623260, 4493387, 6365765, 13478310, 20700383, 9099352, 18949836, 27086053, 11015789, 22593399, 35621018, 54911621, 8064567, 22315008, 82345257, 10348188, 25863014, 101958750, 12578027, 33563226, 520675, 2774094, 2987205, 1089534, 5192316, 5145741, 2017252, 11520693, 11934993, 132950, 204029, 234498, 286738, 368247, 442643, 455569, 448691, 589826, 461373, 699200, 1305282, 985591, 1248409, 2761126, 1736814, 2110711, 4344003
58, 318, 552, 2143, 1384, 1582, 6314, 4251, 4307, 9034, 72229, 36230, 319081, 102259, 143382, 373697, 171648, 155954, 334288, 34528703, 888275, 2172641, 60329219, 1874991, 4391795, 87822677, 2222984, 6052185, 64299424, 1691610, 4382027, 6564449, 13832515, 19636771, 8482191, 18344745, 26874138, 11808190, 24335014, 33345576, 60711010, 9781868, 20762233, 80992662, 10353486, 26151896, 97387390, 13400821, 33619848, 530136, 3174801, 2687659, 975246, 5403350, 5059338, 2216033, 11343599, 12131409, 198240, 218361, 296649, 305779, 380592, 490914, 421862, 533610, 582263, 630965, 655176, 1417198, 971860, 1228747, 2632048, 1765070, 2101981, 5635180
59, 270, 549, 2142, 1308, 1559, 6432, 4207, 4459, 9656, 36989, 36339, 303965, 77790, 73505, 311688, 171736, 172169, 326063, 35312278, 777576, 2301773, 60287658, 1597907, 3974806, 88911552, 2364770, 6046747, 63562921, 1562442, 4549561, 7204413, 13565730, 20694654, 8952955, 20655927, 27780721, 12739433, 22683065, 30952312, 57589458, 8235833, 18641317, 82912296, 9681795, 29224923, 95242879, 14307225, 33134664, 534128, 2804173, 3270266, 1116934, 5519581, 5242071, 2206947, 11838412, 11614538, 195298, 293202, 260614, 275655, 351918, 366285, 455105, 532279, 587375, 602536, 632524, 1891895, 990725, 1318279, 2657703, 1695884, 1991252, 4248778
60, 257, 542, 2101, 1338, 1579, 6384, 4290, 24269, 9333, 36861, 80602, 284956, 103810, 101310, 476551, 193579, 159267, 358189, 33946647, 915594, 2715525, 60152062, 1535324, 3960771, 87574101, 2391799, 6091130, 62906742, 1401333, 4236762, 6511695, 13484658, 18848232, 8974979, 18199754, 27215869, 12097738, 23257261, 31373437, 68777251, 8330576, 19219014, 77352465, 10398172, 27281430, 100717592, 12270926, 34411222, 517665, 2980510, 2975242, 1055276, 5680083, 5280862, 2438069, 12301400, 11352283, 184468, 207285, 262733, 274987, 404387, 436493, 371486, 516917, 648862, 461525, 738582, 1405749, 1114520, 1282502, 2607913, 1685416, 2193157, 4498862
61, 256, 544, 2104, 1329, 1573, 6371, 4712, 24610, 9951, 35064, 37017, 409193, 118133, 94457, 438485, 151766, 158524, 371049, 33627830, 877942, 2621876, 60751226, 1599349, 3828338, 86481874, 2423444, 5774760, 63422888, 1684057, 4427642, 6980068, 13617666, 20398030, 8987455, 17630428, 27920728, 10620929, 24222596, 32917165, 59532001, 7569414, 19722555, 78711959, 10011443, 25339270, 101937147, 12598953, 34525387, 528167, 2759620, 2889516, 1022985, 5403250, 5236110, 2063554, 12482577, 11892270, 186687, 216242, 320277, 465342, 509804, 351150, 395289, 503155, 856501, 470596, 716236, 1394175, 1053368, 1183014, 2520120, 1749658, 2107713, 4463839
62, 257, 554, 2125, 1351, 1556, 6353, 4572, 4734, 9683, 54750, 36756, 350469, 171231, 78483, 336199, 179980, 207997, 420279, 32812540, 870507, 2258800, 60434973, 1594622, 4175576, 87654671, 2977772, 6388609, 62730516, 1596299, 4405934, 6343365, 14280545, 18586787, 8693158, 17926249, 25700601, 11458075, 21436327, 31427986, 59438884, 7281888, 20576784, 79855045, 10334831, 26849139, 101688571, 13095386, 34196816, 567115, 2774315, 2770283, 1072260, 6195783, 5307667, 1974333, 11445492, 11526251, 165329, 242001, 282279, 313928, 328252, 730385, 452937, 451088, 592868, 490639, 648465, 1401485, 1151655, 1216237, 2765314, 1885556, 2145748, 4250503
63, 299, 551, 2103, 1311, 1582, 6432, 4669, 4573, 9958, 67939, 70903, 433206, 97690, 79465, 356909, 292401, 207438, 358986, 34558540, 1051155, 2568616, 62249164, 1622400, 4184607, 89250288, 2526586, 6255679, 67390829, 1479880, 4181853, 6699983, 14074964, 19930872, 8613834, 20452916, 26868588, 11168676, 23493644, 31742860, 58675244, 6870655, 21684345, 75665250, 10841157, 26600559, 99011502, 13144666, 32762405, 515810, 3089521, 2819645, 1022453, 5142822, 5296541, 2250679, 11762391, 11668008, 173976, 184268, 242494, 234001, 335334, 461217, 376571, 550486, 596226, 465503, 677465, 1369102, 1018994, 1280255, 2494778, 1813954, 2038971, 4267162
64, 258, 538, 2135, 1330, 1592, 19586, 4533, 4411, 9337, 41507, 36485, 492864, 77827, 79761, 316144, 179347, 205780, 419543, 40128613, 845264, 2260506, 62018077, 1574129, 4223802, 87751636, 2374060, 5890360, 64299859, 1502679, 4790066, 7056949, 13468833, 19414978, 8766848, 18339648, 27384359, 10716547, 22485997, 32440218, 61907200, 7654154, 20041436, 81076136, 10930983, 25147296, 101565680, 12291089, 34084983, 613090, 3054674, 2647380, 1074677, 5470437, 5491431, 2166639, 13769761, 13281095, 149003, 252813, 240230, 257947, 386649, 508506, 371270, 477447, 614067, 504526, 637579, 1454742, 1000831, 1203788, 2447841, 1757126, 2097159, 4728773
65, 258, 532, 2084, 1372, 1629, 6248, 4380, 4478, 9245, 36744, 35185, 362192, 78573, 83043, 316763, 168642, 295729, 329996, 33236587, 1242973, 2591090, 60844243, 1598886, 3796016, 85992735, 2389921, 6092370, 63916499, 1712014, 4741525, 6315718, 13951048, 19677348, 8762857, 20367429, 26083589, 10940572, 24369745, 35139618, 57751477, 8205088, 19860554, 75361101, 10587072, 24774768, 99869235, 12485642, 34471748, 572250, 3014993, 2813105, 979087, 5396538, 5757500, 2937900, 12068236, 14141571, 149775, 232992, 284791, 274706, 398870, 427457, 410891, 504546, 563816, 495565, 669724, 1432903, 972511, 1180929, 2619762, 1966438, 1998547, 4437075
